id,name,address,lat,lng,reference,icon
41,Chipotle Mexican Grill,"28 W 40th St, New York, NY, United States",40.752743,-73.983412,CoQBdwAAAGmJKQa52oIYhCNTJDUu83sNzOziRs4hkRnn1Jo8UwhTM7T2lREOV46k4AUcJK3KxiK2KuMXvOENnwArUkwRQuxqY5JfdKtKq-dTe2ZjAK0a4DHU7AuO-w9y13TUTp9Qirb21vldA8Eg27Rn7LaJD0N0a2z3-z9JS0H8EbXmrTzHEhBQ_w04ndY3prY_rm6UlfC6GhQd3w0bxii3yyHowMClMjoOk-WguA,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
42,Chipotle Mexican Grill,"24 E 12th St, New York, NY, United States",40.734056,-73.993146,CoQBeAAAAGiBdpYarE1e9wTHBxoxqxXdMndXeHNu1y0k900XrZYw2qLtGuSO3eiOvwzvc6HfXGObNpJKo2JP2DhaYE-utZbCSvP9p5ap6SeClb_vGDCybhirEMXEE-cL_KmKaPnpWLhm99zTv97e4bxPGfmVglw7k7jECjABZzgPmtns1f-JEhA9GjtZAZsAyP_-I4_cd6jjGhSHXdig_Wa44HMnzV1wk_tFJCk4Fw,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
43,Chipotle Mexican Grill,"185 Montague St, New York, NY, United States",40.694337,-73.99182,CoQBeAAAAN5SRpYPBlHF8QfiOlsQ_I6vIAGTkSigOhVqzTd3bpqwMa6ffX7KzdYRAXsi0Kwyt08_mJpYZFL9gsEk57Norq4zWivqcz0S86H0uzYQ-Bf6Sgy1GFLHVp9c4XiqnTsjTnVvpXTsjOEtxsCT3vT9sZrxPWg8QYgoUAPKg91i9YADEhAqUdxVY9uVL-9nwObEKWJnGhSnk9p_20nGjE9OIEheAu0xLFC1NA,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
44,Chipotle Mexican Grill,"140 Court St, Brooklyn, NY, United States",40.689227,-73.992799,CoQBdwAAAGK5JDA1ZZFVJpuCnOKUKWlK5gl5fL3d1ZGW-QrcBXkNZp5W57LTNGqccEENj9UH7i4FIPCkKKQ0o8U-KuxNoN3odsSU7S4HqNUZw07_mXUfFgx2wEkXadvUilLk2w5rPGo87RyBObCo6nxwQNFMP7KEvM7mslrDv4GWiEysKXkzEhDRFWh1RQmMfXNpw-Csx437GhSh-s8MtjzcTLxZNiE7RyIMDxts4A,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
45,Chipotle Mexican Grill,"229 Washington St, Hoboken, NJ, United States",40.739596,-74.029981,CoQBeAAAAHThClqPIksM39kbKi5-zP5yOuBhR7uFIoukAqAAcipuQZV6fAiGxYup4zFrMymHgz7LMbWRKPI1VgyP8OnydJHn11cKLs9YhxO4KLGepZqaWmgrcwWabTDsHE4iup4Bcysf6n7Eb5gxM2HMXuw1dPe2KLXIk-dTPo1l8BcJdWPfEhDvWbLOWG81bkG3fhWWlBSRGhSDXIh-9pkZTD-rZE29tNuCGKBOLA,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
46,Chipotle Mexican Grill,"700 Plaza Dr, Secaucus, NJ, United States",40.787552,-74.045813,CoQBeAAAAIhmv4pC15g5psst3tjckNzGcWRpwbQxVRNahcRxNZ5odVzYv4scRn-m70H9ND0cSEhRuUXg1Vjzv0kqcrg6Ny_jzUi-9gmAApIcrvzMTuT9oYLm_Rh398ye9uF3Fc999FhHrRS2fGgjNha5lZnBo1IFiav9U1MA0izVLHEMrMkhEhDmBRA-UK4GoNsD-Ec3RpbxGhSc1SDcxEX2ae2dr4ePhLZS6UwRVg,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
47,Chipotle Mexican Grill,"The Promenade, Edgewater, NJ, United States",40.806745,-73.990133,CoQBeAAAAMh0eeuQfW7tCRNHbhSpFzficv2kysh-RfJiZzKAozsUIrTBhQBUxUI-OdZ80r9ULBMQjP_dC_0XcR26VI7Ww89GrJPf6hAHsRde2OEmWIVkINxSh-i6x1p1VX5AQFxLIlzcx2RUsVkEO4Fu1j6NW_KaZLE5ILotaS1OG-nLL_J2EhBUOwkOwqNzN0L-dOABcKnQGhS_1Lu4UJ0QOu8ZY3rGzd4ekSBnKw,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
48,Chipotle Mexican Grill,"70-30 Austin St, Forest Hills, NY, United States",40.720336,-73.845937,CoQBeAAAABqCs6qdcmTW7pwZgeWSI9jCbwFQYHQq1xPCwpkeSFps3rAOUwQCfdxhiU5M6vvFVFkO10KIzG9Au6jrCI_k8XnqVB_wR0MDfVeOkl4MNh4jT2EnUEDTrBBkQAD15NcEF2A1tSvNbyGmHzSQMRKbgwcH8yN3MsvY8WtY0aX2IpT1EhBkzZo0cctPnlcayhtoBRxsGhSM27CJATfvDPsUUz3h8c6_jHrS4w,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
49,Chipotle Mexican Grill,"90-15 Queens Blvd, Elmhurst, NY, United States",40.734208,-73.871465,CoQBdwAAADgiItloguEduZokGTrlzhqKp9noLOv9LKIaMLwP5BJ_DmRQ5Fwf4QlOf8x87IokDZoAp02qzuIPQ4hI2SgdNGsSwaQJtB8zG0Rqa7saAXmMFnNTmrkC5klUnDsbyABvtHU5bgJIhgjT7SaaGJEkQl1B5ccvM4y135E0msFi6WY6EhDMZY3ulNdMnIKDpRQeICMEGhRX9LQfDLnq8fDawufRhE49OjRKrQ,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
50,Chipotle Mexican Grill,"380 New Jersey 3, Clifton, NJ, United States",40.830254,-74.137729,CoQBdwAAAI7SrejWaCfX_PvUi_Yl7K22qrhoabyWe9GfqsMZOhLyK-sdgt-0bt67d4bPfSLgTZcBVJ0xZnu0nOevzXxZ0e-pXfKv0xnb7S4cGNKh7oSWzT_ghuHMwRUPn4VjGZ0JdyjBbaiLMvKawuHmNBdgPbYYezfa0s0wcy-iNO5CKkjeEhAbnpsSLf4_7hl8W4Mp8QK-GhRyw8HITxX7ER0p45F8HJyazZ5JaA,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
51,Chipotle Mexican Grill,"40 New Jersey 17, East Rutherford, NJ, United States",40.831241,-74.089042,CoQBdwAAAM6MKs-BT0WcJSBKB8yDiNIsR6dWYn76hUIXZEovg4_1PuX0bwwaG2_Z0X2CgGTTm4ZBpT44xhSWNymyUc8KgPiEx3-Dxgk1P14rYSMQoiIC0iUjiOLRUQJr9xegWaUrd4nUNgK4y7-iwCvtLHzHJXtI35Eidd6rWtoirq_1bfHgEhB0z1UeJffQHdplCEjofiUAGhRIIXr5o4Ko12oKaJ38Q_bi3Abdvg,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
52,Chipotle,"463 86th St, Brooklyn, NY, United States",40.621993,-74.026575,CnRqAAAAOnaz5dXy5ymRYMt872xgJLMD1cf_B7KPGuVfj-Rpha0p8l8PU3ZqjwNfwBnzalyzqed76hxyN1B-yIfyISnazDRpqLQosy55liEa6C6BRuVDVm0mIVL4nx_ZP9cWOydgNcwa9tfZLObf7Zqdh2HB4BIQwIvzFfw4v7hxjG3FMJcMnhoULStO3jstz8DYO1FZ--0LL6kqOLQ,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
53,Chipotle Mexican Grill,"10 Nathaniel Pl, Englewood, NJ, United States",40.895286,-73.9759,CoQBeAAAALAGpth_wqO_GcN_JrS_XO8FxBc9vsCAiBP0gWWjCPWBt917QTyaw7e2JgS0h48obBLsvhHbj1wVKLRygOE_omHKjfYq35_-dYrBSvWV2F8LXNbeoRl-OiGQYayao-ZIbS_X3nxyqjEu2G6n8D6RXKiJNYjwKB9zfHQ8aeZrpfHCEhC8aKoZnB3akWQYg7NRjpLjGhRU1vYpEWo6oZbDx0bsxrF_WD_dkA,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
54,Chipotle,"218 Market St, Newark, NJ, United States",40.734889,-74.170397,CnRqAAAAD3QX7N0p-bT6hU3sqczqojqhnvhUqYotHMUXl5M9Y35tzkpty2nRlCWTY46z477FkETgb9h0_7Oncy6-B_rAdTDvDJtrVzchqKqcsW0BzS5T-NZgex72cSESf_UBcgExFJ0x-DdeiAALPid1So66ZxIQMVqiX721_MncdgCxteN2AxoU55EzaL-SJ_fjIo464P4tLDdunFw,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
55,Chipotle Mexican Grill,"1 Garden State Plaza, Paramus, NJ, United States",40.916318,-74.076953,CoQBdwAAABES8n2RLB0Nl-R9bdjdvhJ3a-JXv1PtSrg61Gh4wwk5uOSmxgyokfA43LNgYjPeUA24RdKK1OeTFCyZsgDz3yu0hTMZyZG82bpmVz1GZCBKTKXwTOQVCil5d7w8Xw1eo858azcUxeywkRvnn3Lh3i93jkX5x4YUBDpU-EtrhgpoEhC4ORkZUvLScdxFYpMK_E4nGhQzrLtbSqwBV89zz-k5WABvaQC3bQ,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
56,Chipotle Mexican Grill,"222 Market St, Newark, NJ, United States",40.73476,-74.170326,CoQBeAAAAK0Far_KR5Mmo2y0tVUHHeLHjH-SEBHG3tgD6NCMBzc6HGf4mjXJUJ73Kfml7iEzZW0Sy24NCkEpruXvurfeGywraj9SsTXI190EV2avftMHTWcNR3ve78uLYEjOKbXGFo_USsI3TiypI8ba9Pp7gqArsgnLkNrQU3kUECdkFvZdEhBQM88LpS4RJltIlYRr7oFUGhQgggQ3YJHsVKszReYreBcCtaH3Rg,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
57,Chipotle Mexican Grill,"81 New Jersey 4, Paramus, NJ, United States",40.919278,-74.064846,CoQBeAAAAIyN5Crtx8kyGX9X4v9MNDllg8H9N4DFYu4X08rTSJldtEv-iq7X4H8sU3hFI02gsGxxJyCMidq40qhRydWAGKzmYlD2ZqowVBDmimMtDzHasNBFddHzXG-Q5NcvoUzX4fjWeApv6pXZrMQ48uW1CBMYVvUTk9h2Mida495daAoXEhAj2_CNwAS3eWo1x7OQm5dwGhRd6eyhAcui0r-hhVOELM7Rz4QYtg,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
58,La Chipotle Restaurant,"77-4 Roosevelt Ave, Jackson Heights, NY, United States",40.747033,-73.888277,CoQBdwAAAANInfol7tB4jPicixNDoZYnGfuISLxeS6mS_ojmIb4g13MtSbDunHD86HeKIijrnXgnjyx9OIw1oYYX3inqBjY9bTBO9l-8R94K2CElQkhD7dnRos460GjB9PfE5y_9hkjfdkOwIadB-53s5TBrmfwC5LvZ7hZVUzGT9nwow1RWEhAqDlBYF2cTwGOqQZYn6H3tGhRb2CoyWgKaELUj4n04sfYfJwYxYA,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
59,Chipotle Mexican Grill,"44 Great Neck Rd, Great Neck, NY, United States",40.785492,-73.727452,CoQBeAAAAK6nBiFJthDqRsKJAVECNXBiaMUzR1cM3oigQu9JiQ0zESvNovwZSEh6TsyknOLSI9Yn49MbnmLg2OEUO54NqS59neQwNr_lxda0xYXWRye8jCeNgcy-xnzEvcuQg_hafoj236noE3OLgQpy51cWW96FNevtfUqfsKrgeX3hw8bKEhDs5yCOLWnb_MgyGh3i5kL_GhT6m69RfhvrRxxA8st8NoPNKRkC2Q,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
60,Chipotle Mexican Grill,"101 Rte 22, Springfield Township, NJ, United States",40.687118,-74.315749,CoQBdwAAABf4CP4evnGkheRZBjEl-WnC1zeQfXY9_kauH2MLDgFd-84hjpCCmT3q3m8CZmuKMzFk43M7TnyA5ZSeSIi1PxkBNqaKpj2D2g6FQQz_yQmgJb2U6G_9UIN8KVm6MMh-8RvvRX480IJSq0rBLjw8UwmS1Ae1Pn-pON3Q0naEKJG5EhDDK6R04qJzA8jAgkzTp5hoGhSvQMI4Hj7ruZK-DbLw36zZnsMChw,http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
